CLOCK,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,output
10-12-2022 09:40,48.01595,38.0867,33.1591,35.1549,61.2698,3.88125,137.35185,378.24285,919.95,2.1315,2.4956,3.718,3.7615,7.69375,54.07505
10-12-2022 09:50,48.13075,38.32305,33.3975,35.61075,62.62585,3.9715,134.23325,358.96065,920,2.1892,2.5076,3.8325,3.8,7.69345,46.22245
10-12-2022 10:00,48.13655,38.03855,33.799,35.2793,61.1421,3.91925,144.5578,380.71845,920.1,2.21385,2.5381,3.824,3.798,7.69365,48.7574
10-12-2022 10:10,48.47794444,38.33394444,34.61622222,35.71922222,61.90072222,3.846944444,150.1528333,404.2956667,919.8888889,2.095833333,1.885277778,2.951666667,2.915,7.693555556,46.45161111
10-12-2022 10:20,49.22165,38.91245,35.54065,36.3238,63.837,3.84325,150.88415,407.92645,920,2.22015,2.70295,3.958,3.971,7.69355,45.6653
10-12-2022 10:30,49.89195,39.43395,35.83185,36.57535,64.3435,3.905,146.54105,396.4567,920,2.23265,2.77715,3.838,3.8885,7.69355,44.5832
10-12-2022 10:40,49.9613,39.3769,35.7264,36.73895,63.98795,3.82895,142.9435,386.0299,920.05,2.2497,2.79405,3.837,3.823,7.6937,44.5814
10-12-2022 10:50,49.48885,39.01785,35.02245,36.52615,61.9967,3.79555,140.93345,379.6168,920,2.25,2.7923,3.8415,3.8625,7.6935,45.69635
10-12-2022 11:00,50.0875,39.42905,34.8984,36.7412,64.72235,3.8385,134.4165,379.8619,920,2.19075,2.82195,3.7605,3.761,7.69355,44.3361
10-12-2022 11:10,49.32085,39.19855,34.16755,36.5052,63.1426,3.8622,129.83775,346.975,920.15,2.1592,2.8198,3.658,3.65,7.6932,44.79
10-12-2022 11:30,48.99925,38.90175,34.18225,36.0752,63.39045,4.0475,141.4979,383.1113,919.95,2.15985,2.795,3.692,3.691,7.69335,44.3774
10-12-2022 11:40,49.1313,38.99995,33.96085,36.3209,63.8215,4.14725,130.27025,352.7894,920,2.16055,2.7997,3.691,3.6865,7.69345,43.5457
10-12-2022 11:50,48.38925,38.59645,33.47065,35.8746,64.0769,4.2524,133.36605,357.8089,920.05,2.1601,2.7818,3.693,3.71,7.6939,43.6293
10-12-2022 12:10,48.3185,38.3228,33.3092,35.77855,64.23855,4.381,134.0977,367.5914,919.9,2.15915,2.78035,3.7,3.689,7.6935,44.1233
10-12-2022 12:20,48.45065,38.6158,33.5297,36.07685,62.25285,4.4285,132.83995,367.49995,920,2.159,2.80055,3.6875,3.7045,7.69355,43.6435
10-12-2022 12:40,46.53195,37.11655,33.202,35.2331,57.5102,4.3715,145.39845,367.1269,920.15,1.71845,2.3948,3.6125,3.6305,7.69335,45.40795
10-12-2022 12:50,43.8396,36.76415,34.4757,35.19565,53.13655,4.438,164.8607,382.5566,920,2.1601,2.6109,3.816,3.821,7.69365,46.93685
10-12-2022 13:20,49.4166,38.77105,34.8399,36.45355,64.05055,4.362,132.24185,344.87685,919.95,2.139,2.85495,3.6725,3.6635,7.69375,42.89165
10-12-2022 13:40,48.5266,38.48185,34.14495,36.0499,61.82365,4.2285,138.8306,362.90355,920.05,2.18865,2.8057,3.7645,3.7505,7.69375,42.49605
10-12-2022 13:50,49.25885,38.9176,35.06475,36.60455,62.2945,4.33825,147.26465,405.146,919.95,2.18955,2.78385,3.7035,3.7705,7.6938,42.6053
10-12-2022 14:00,49.2006,38.8283,35.1539,36.69245,63.76605,4.4665,149.1913,403.56375,919.95,2.1888,2.6811,3.748,3.7475,7.69395,52.24655
10-12-2022 14:10,49.0432,38.50375,34.95755,36.481,61.8411,4.71435,145.86545,397.91775,920,2.1576,2.675,3.6735,3.698,7.6938,45.41235
10-12-2022 14:20,48.57955,38.20675,34.11245,36.23575,62.92355,4.86175,138.97485,380.5932,919.95,2.15085,2.6694,3.675,3.6625,7.69385,45.0903
10-12-2022 14:30,48.3413,38.0926,33.53655,36.0046,62.9654,5.024,133.51075,363.24955,920,2.1498,2.6652,3.68,3.678,7.69385,44.2226
10-12-2022 14:40,47.94295,37.73505,33.00745,35.563,63.0167,5.0384,133.04295,364.53255,919.9,2.1493,2.67115,3.683,3.686,7.69375,45.755
10-12-2022 14:50,47.7724,37.7329,32.99695,35.379,64.2873,5.02395,132.23805,359.585,920,2.14975,2.6564,3.747,3.7215,7.69395,46.2133
10-12-2022 15:00,47.7183,37.908,32.9241,35.2542,63.68455,5.02875,132.35255,363.05935,919.9,2.14925,2.62945,3.7965,3.7665,7.69385,45.14325
10-12-2022 15:30,47.5145,37.92055,32.4634,35.17095,63.03935,5.19525,128.87995,353.57665,919.95,2.14965,2.65875,3.687,3.699,7.6938,44.8368
10-12-2022 15:50,46.9064,37.4138,32.20395,34.7828,62.971,5.524,128.00805,347.73475,920,2.15,2.6267,3.6145,3.6355,7.6937,45.05325
10-12-2022 16:00,46.95775,37.3789,32.1989,34.80405,62.44215,5.51925,129.2379,350.3098,919.8,2.1498,2.6052,3.5765,3.6065,7.6937,45.3409
10-12-2022 16:10,47.5832,37.942,32.4068,35.03465,63.99865,5.562,128.05545,352.07985,920,2.13685,2.622,3.536,3.546,7.6939,44.8284
10-12-2022 16:20,47.0162,37.68465,32.27715,34.7885,62.09475,5.67125,126.1033,342.35145,919.95,2.1288,2.62085,3.5745,3.5715,7.6938,44.8064
10-12-2022 16:40,47.32445,37.54685,32.0736,34.65845,63.60055,5.81935,124.69145,339.9289,919.85,2.04175,2.6476,3.54,3.5485,7.69365,44.9306
10-12-2022 16:50,45.57595,35.0345,30.15385,30.12445,57.81245,5.8575,127.7004,324.754,920.1,1.3883,1.166,1.616,1.6035,7.6937,47.3794
10-12-2022 17:00,45.9433,36.47355,32.2109,32.5898,58.16775,5.981,146.4191,368.00485,920.1,2.0301,2.4954,3.631,3.629,7.69375,48.7235
10-12-2022 17:10,47.0581,37.3503,33.38245,34.03375,60.81205,6.12825,148.4696,370.21335,919.95,2.0871,2.656,3.8525,3.847,7.69385,46.65385
10-12-2022 17:40,48.64065,38.2787,34.37295,35.378,64.57515,6.019,143.3641,398.0013,919.9,2.1283,2.7265,3.658,3.651,7.6938,44.60235
10-12-2022 18:00,48.1113,38.0731,33.85105,35.1053,62.666,6.25705,138.86425,370.76115,919.95,2.1283,2.7349,3.6565,3.654,7.694,44.1395
10-12-2022 18:10,48.1987,37.9632,34.0626,35.4587,63.21835,6.41425,146.6962,388.22405,919.9,2.12935,2.7451,3.6475,3.641,7.69385,43.79185
10-12-2022 18:20,48.72665,38.29735,34.16965,35.8654,63.5716,6.5235,141.6226,390.9713,920,2.12975,2.7527,3.6325,3.6315,7.69375,43.77575
10-12-2022 18:30,48.26825,38.05615,33.4673,35.45465,63.76155,6.6142,132.64745,362.778,919.95,2.1305,2.73885,3.6475,3.6245,7.6939,43.86475
10-12-2022 18:50,47.94025,37.8231,32.89255,35.284,62.50245,6.6955,131.17255,358.5505,920,2.1295,2.7411,3.6665,3.668,7.69375,44.328
10-12-2022 19:00,47.3935,37.6441,32.928,35.3096,62.5924,6.80475,134.8821,370.70115,919.9,2.129,2.7448,3.6255,3.64,7.6939,43.812
10-12-2022 19:10,47.4595,37.647,33.174,35.36325,61.85995,6.9331,141.20405,395.00275,920,1.91645,2.1622,2.9215,2.9305,7.694,51.3623
10-12-2022 19:40,47.4974,37.4146,33.14675,35.32145,63.47955,7.91905,139.7667,376.8346,920,2.13005,2.72305,3.8815,3.8545,7.69385,45.6436
10-12-2022 19:50,48.2963,38.1226,33.00605,35.56105,64.322,8.39985,126.419,349.4484,919.95,1.86985,2.55255,3.3865,3.446,7.69385,43.2385
10-12-2022 20:10,46.9134,36.6575,33.27925,34.8301,56.7411,9.06665,155.22645,387.1462,920.05,1.98945,2.48005,3.686,3.678,7.69385,44.89565
10-12-2022 20:20,47.49745,37.87225,34.95915,36.01835,63.64015,9.36675,156.776,397.5791,920,2.10015,2.7514,3.928,3.8915,7.69385,41.50355
10-12-2022 20:40,48.63205,37.9193,35.0208,36.20115,64.0613,9.7908,150.04955,384.3018,920,2.1087,2.859,3.6595,3.632,7.6937,41.50855
10-12-2022 21:00,48.57065,38.2291,34.25035,36.3313,62.8552,10.4332,140.44725,378.42495,919.9,2.1097,2.84125,3.604,3.6025,7.69365,42.0931
10-12-2022 21:10,48.68885,38.2544,34.18055,36.1924,63.99795,11.0189,141.49325,374.38045,919.95,2.10945,2.83375,3.629,3.6085,7.6939,50.4088
10-12-2022 21:20,48.7384,38.40835,34.3335,36.1598,63.5529,11.50945,144.4097,385.3436,920,2.10975,2.5187,3.59,3.6045,7.6938,42.185
10-12-2022 21:50,48.27045,37.98635,33.90635,36.15785,63.1108,12.8952,140.6911,387.2678,920.05,2.1386,2.56795,3.755,3.744,7.6939,41.44625
10-12-2022 22:00,48.2488,38.00235,33.72025,36.0391,64.76975,13.38095,142.15845,387.66235,919.95,2.13905,2.6341,3.662,3.667,7.6936,41.93655
10-12-2022 22:20,47.7985,37.9866,33.5332,36.04125,63.72245,14.22855,141.5888,388.1552,920.05,2.13975,2.66645,3.6675,3.6665,7.6936,41.5372
10-12-2022 22:30,47.683,37.67015,33.8011,35.7415,62.7343,14.6047,145.51975,399.5767,919.95,2.1408,2.6606,3.6705,3.6825,7.69375,42.28905
10-12-2022 22:40,48.57335,38.2901,33.8163,36.15935,64.8672,14.9239,139.202,390.55475,920.05,2.14025,2.6605,3.6695,3.6685,7.69375,40.7414
10-12-2022 23:00,47.84355,37.8653,33.1676,35.84365,62.34195,15.8145,138.8578,387.28985,919.95,2.13945,2.6301,3.754,3.714,7.6936,40.34525
10-12-2022 23:30,47.01165,37.3049,32.38985,35.35075,64.459,17.00965,134.48695,377.5089,920,2.16925,2.6866,3.8535,3.8445,7.6938,40.44195
10-12-2022 23:40,46.2669,36.86665,31.8953,34.9814,64.33855,17.45255,131.1909,369.38125,919.95,2.1693,2.7134,3.928,3.8775,7.6937,40.6758
10-12-2022 23:50,46.5954,24.6273,21.19105,22.46295,41.28465,17.90975,120.52875,318.9906,919.95,1.77425,2.6472,3.1475,3.1535,7.6938,41.2347
11-12-2022 00:00,40.82075,29.14565,24.97665,24.92975,50.523,16.5046,114.4845,310.1761,828,1.3827,1.52425,1.956,1.956,6.92415,39.3871
11-12-2022 00:10,45.63755,36.4626,31.63915,32.3087,58.06225,18.8331,142.3954,383.06325,920.05,2.06925,2.69365,3.7995,3.779,7.6937,42.41095
11-12-2022 00:20,46.3631,37.0252,32.4663,33.48385,60.3231,19.4382,145.2939,392.75275,920,2.10935,2.79855,3.906,3.8515,7.6935,41.53135
11-12-2022 00:40,47.74125,37.8166,32.54675,34.68345,64.72545,20.32395,124.48215,343.76445,920,2.0739,2.84945,3.6095,3.617,7.6938,40.7996
11-12-2022 00:50,46.3844,37.1413,31.8016,34.0511,62.9687,20.2284,129.93855,342.61255,920,2.0658,2.70365,3.538,3.5545,7.69365,42.1385
11-12-2022 01:00,46.9106,37.4158,32.33975,34.8302,63.34975,20.324,136.74275,378.1403,919.95,2.1333,2.6615,3.638,3.6685,7.69375,40.3856
11-12-2022 01:10,47.46415,37.792,33.09215,35.3341,62.67065,20.64745,142.57545,392.2887,920,2.1527,2.6172,3.797,3.788,7.694,39.9226
11-12-2022 01:20,48.76895,38.7805,34.0518,36.1639,64.90395,20.86175,138.93135,393.30825,919.9,2.16045,2.6369,3.8175,3.836,7.6939,39.2334
11-12-2022 01:30,48.60385,38.97265,33.6368,36.1183,63.71895,20.9333,130.2213,362.0418,919.8,2.14355,2.6914,3.6895,3.731,7.69385,39.9103
11-12-2022 01:40,47.82655,38.3005,32.8524,35.4759,63.635,21.1809,127.71725,359.87875,919.95,1.9743,1.88145,2.639,2.669,7.6939,40.93915
11-12-2022 01:50,47.3592,37.9296,32.7277,35.3864,62.4158,21.54295,133.0801,367.6127,920,1.96645,2.71435,3.9495,3.961,7.6938,39.5855
11-12-2022 02:00,47.5588,37.6419,33.1396,35.45195,62.61805,21.7238,144.3171,398.1123,919.95,2.12955,2.77995,3.8335,3.8075,7.6939,39.3822
11-12-2022 02:10,48.05605,38.08505,33.61325,35.76595,62.69435,21.9335,141.28455,388.3962,919.95,2.15555,2.84535,3.725,3.7105,7.69385,39.3834
11-12-2022 02:20,47.94875,38.1728,33.2865,35.7843,63.9985,22.1235,134.66235,373.21425,919.9,2.15915,2.8474,3.6755,3.687,7.69385,39.5196
11-12-2022 02:30,47.70645,37.89495,33.02885,35.5369,63.3294,22.36675,135.24445,383.1181,920,2.15985,2.80985,3.7255,3.727,7.6939,40.24145
11-12-2022 02:40,47.7412,37.88655,33.0854,35.57445,63.5711,22.56175,136.0206,384.10775,920,2.1752,2.7978,3.699,3.6995,7.6939,39.08015
11-12-2022 02:50,48.02,38.18635,33.14595,35.7299,64.6038,22.9096,134.9264,379.9741,920,2.19025,1.9679,2.9305,2.8605,7.6939,39.57055
11-12-2022 03:00,48.0509,38.1892,33.1864,35.8118,64.27,23.08575,137.2734,388.1536,920,2.1892,2.75725,3.9105,3.896,7.6939,39.64115
11-12-2022 03:20,47.47905,37.7599,33.5041,35.27645,62.1891,22.50955,147.14525,384.15815,920,2.20315,2.78,3.913,3.9045,7.69365,39.9996
11-12-2022 03:40,49.1173,37.5242,32.47035,34.63745,62.14155,21.6668,123.76095,337.23885,920,1.5775,1.86165,2.225,2.235,7.69385,39.55245
11-12-2022 04:00,40.4667,37.0553,34.3055,34.92665,61.1883,21.7143,160.2959,395.37185,920.05,2.09125,2.6042,3.884,3.8605,7.6939,40.7788
11-12-2022 04:10,48.16965,38.1319,35.09535,36.0724,64.2696,22.20945,151.09725,393.3986,919.95,2.1903,2.6439,3.8575,3.855,7.6939,38.9797
11-12-2022 04:20,48.69495,38.3387,33.9808,35.99175,63.91975,22.719,130.1253,354.3391,919.75,2.1087,2.6924,3.649,3.6385,7.694,39.4632
11-12-2022 04:30,47.98615,38.06165,33.274,35.8593,63.867,23.03355,127.1576,343.3098,920,1.7746,1.69515,2.0715,2.074,7.6939,39.99125
11-12-2022 04:40,46.81935,37.26415,33.03225,35.0923,58.16875,23.17625,143.24055,382.41215,920.05,1.44935,1.95935,3.1065,3.1225,7.694,39.45725
11-12-2022 04:50,45.7556,36.74805,34.0894,35.20445,55.6377,23.44765,163.29365,410.48825,920,2.0472,2.60475,3.781,3.754,7.6939,40.34475
11-12-2022 05:10,49.3755625,38.692125,35.786,37.0373125,65.173875,24.4521875,148.344,394.6698125,920.125,2.1805,2.667,3.721875,3.72125,7.694,38.623375
11-12-2022 05:20,48.9507,38.00775,35.20115,36.8051,63.87995,24.3857,153.54265,383.22525,920,2.18555,2.68745,3.7305,3.728,7.6939,39.91775
11-12-2022 05:30,49.33965,38.61045,35.26085,37.1878,63.7663,23.943,146.1076,405.85955,919.85,2.19,2.6942,3.738,3.7295,7.69385,41.39585
11-12-2022 05:40,49.215,38.7249,35.01675,37.14925,63.936,23.71885,142.143,385.83005,920.1,2.18995,2.68905,3.743,3.741,7.6939,40.03265
11-12-2022 05:50,48.6244,38.7283,34.8573,37.00095,62.17305,23.58565,141.28345,381.58835,919.95,2.18915,2.68205,3.7765,3.766,7.6939,39.9051
11-12-2022 06:00,49.52925,39.185,34.7179,37.0129,63.8737,23.7571,136.9514,373.31125,920.05,2.1889,2.07795,3.0355,3.0335,7.69395,39.46565
11-12-2022 06:10,48.5638,38.81,34.05555,36.6231,64.26155,24.12375,134.82625,368.21165,920,2.1886,2.7234,3.858,3.8665,7.694,39.53885
11-12-2022 06:20,47.4278,38.03295,33.2206,36.02275,63.1419,24.50945,133.3703,356.9535,920.05,2.1889,2.7456,3.8875,3.9,7.69385,40.70935
11-12-2022 06:40,47.1279,37.70455,32.3784,35.52985,64.2851,25.5525,124.90135,341.87915,919.9,2.1903,2.7746,3.7555,3.783,7.6938,39.4049
11-12-2022 07:00,46.6267,37.3765,32.1594,35.0652,63.88505,25.1714,131.21555,366.4668,919.85,2.18995,2.797,3.7495,3.7475,7.69395,40.78935
11-12-2022 07:20,47.309,38.11685,32.4989,35.51125,63.9874,23.96665,121.88735,339.58265,920,2.1885,2.7913,3.695,3.7005,7.6939,38.6271
11-12-2022 07:30,47.57415,38.47805,32.9759,35.8143,63.24015,23.64275,123.42665,338.35965,919.95,2.1882,2.7759,3.7125,3.7045,7.69385,38.2299
11-12-2022 07:40,47.8869,38.68905,33.08065,35.7956,63.40295,23.62375,125.7376,352.67575,920.05,2.18925,2.74935,3.7455,3.735,7.69395,38.34175
11-12-2022 07:50,47.81325,38.6751,33.0038,35.75265,64.3172,23.6,125.2905,351.68535,902.8,2.1896,2.75025,3.7115,3.7405,7.694,38.3487
11-12-2022 08:00,46.9496,37.9539,32.36105,35.1977,63.538,23.63325,125.78025,352.662,920,2.19025,2.75615,3.767,3.725,7.69395,39.92825
11-12-2022 08:10,46.3554,37.4931,32.1702,34.89395,62.0872,23.657,127.2657,352.9381,920,2.19025,2.75435,3.7485,3.7295,7.6939,40.73125
11-12-2022 08:20,46.4674,37.5703,32.20225,34.98465,64.27985,23.524,128.5928,362.72065,920.05,2.1895,2.74545,3.7435,3.7475,7.69395,39.21265
11-12-2022 08:30,46.92725,37.9706,32.50805,35.29555,64.4291,23.43825,129.726,361.33745,920,2.18875,2.748,3.7135,3.722,7.694,38.22945
11-12-2022 08:50,47.1211,37.8611,32.9203,35.20375,63.25285,23.4288,135.86165,378.15275,920,2.18855,2.74945,3.7155,3.7415,7.6939,38.10145
11-12-2022 09:00,47.53365,38.1165,32.9077,35.32165,64.0896,23.357,128.8788,361.7475,919.9,2.18845,2.7211,3.746,3.736,7.69395,37.8677
11-12-2022 09:10,47.17105,38.0255,32.49525,35.18385,63.7535,23.28075,126.13335,346.0701,920.05,2.1893,2.72415,3.7435,3.764,7.69395,37.84925
11-12-2022 09:20,47.1136,38.07935,32.5287,35.0616,63.5715,23.28075,127.49735,354.98965,920,2.1901,2.72615,3.7055,3.73,7.69395,37.3877
11-12-2022 09:30,47.33135,38.2014,32.75925,35.3224,64.17235,23.219,127.99755,356.7392,920.05,2.1897,2.7299,3.741,3.7345,7.6939,37.728
11-12-2022 09:40,47.1771,37.8419,32.52435,35.14275,64.8798,23.1905,128.2177,349.9871,919.95,2.1896,2.7888,3.743,3.759,7.69395,36.8887
11-12-2022 09:50,47.36155,37.8845,32.73165,35.39795,63.39005,23.11905,129.5277,351.8342,920,2.1885,2.82065,3.7175,3.736,7.69385,36.6672
11-12-2022 10:00,47.4853,38.04685,32.83315,35.36295,64.44635,23.0239,131.77745,358.59925,919.85,2.1881,2.7996,3.728,3.7265,7.69375,36.52715
11-12-2022 10:10,48.1112,38.36965,33.12425,35.75165,63.65395,22.93815,129.7361,359.6613,919.9,2.1885,2.8007,3.749,3.7515,7.6939,36.4036
11-12-2022 10:30,47.5624,38.1836,33.47535,35.5058,63.2083,22.83325,140.39285,380.2088,920.05,2.1898,2.2088,3.143,3.1315,7.6939,37.03045
11-12-2022 10:50,48.3326,38.6239,34.09485,36.1456,63.20735,22.41425,139.59675,384.79935,920.05,2.1901,2.66935,3.859,3.8485,7.6939,36.22515
11-12-2022 11:00,48.74575,38.8086,34.2141,36.2115,62.26335,22.1047,139.1577,383.6248,920,2.18965,2.7111,3.731,3.733,7.69385,37.35445
11-12-2022 11:10,49.0317,39.0841,34.53205,36.5906,63.3699,21.89075,138.0904,375.3526,919.95,2.1885,2.71835,3.714,3.7355,7.69385,36.3255
11-12-2022 11:20,49.16735,39.0626,34.78725,36.5546,62.02845,21.71445,142.72285,390.07755,920,2.18835,2.725,3.725,3.7445,7.69375,35.94355
11-12-2022 11:30,48.52795,39.00315,35.0671,36.71635,61.7627,21.51925,146.2174,397.9857,920.1,2.18875,2.74215,3.7245,3.7425,7.69375,35.8367
11-12-2022 11:40,49.55135,39.4065,35.3686,36.99925,63.624,21.43355,142.2081,396.38955,919.95,2.1905,2.7433,3.7255,3.7205,7.6938,35.9576
11-12-2022 11:50,49.3067,39.35865,35.11335,37.11705,63.3766,21.3811,139.6702,387.64735,920,2.1912,2.7259,3.7425,3.739,7.69385,36.4565
11-12-2022 12:10,49.017,39.1756,34.6662,36.7735,64.3337,21.50495,139.5587,384.1314,919.9,2.19005,2.7236,3.7275,3.737,7.69375,35.5481
11-12-2022 12:30,48.50425,39.0439,34.13985,36.6129,62.2399,21.93805,137.1598,373.2548,920,2.18925,2.60255,3.765,3.7625,7.6935,39.0382
11-12-2022 12:40,48.0829,38.43885,34.0967,36.26125,62.7298,22.39505,141.9601,381.64795,919.9,2.18965,2.605,3.888,3.913,7.69395,37.19865
11-12-2022 12:50,48.4935,38.5518,34.10775,36.44905,62.62085,22.5236,140.8082,379.42245,919.9,2.18985,2.63675,3.92,3.917,7.6939,36.64195
11-12-2022 13:00,48.60595,38.798,34.00475,36.76925,65.04585,22.6334,131.9409,359.11065,920,2.19095,2.65815,3.927,3.932,7.6939,36.17545
11-12-2022 13:10,47.80015,38.27455,33.48135,36.18575,63.8642,22.59995,132.92325,365.20415,920,2.1908,2.7212,3.8065,3.838,7.69395,36.23625
11-12-2022 13:20,47.9609,38.44415,33.68185,36.13705,63.3052,22.51875,136.56285,368.9436,920.05,2.1905,2.737,3.7815,3.787,7.6939,36.35275
11-12-2022 13:40,48.48077778,38.98994444,33.85744444,36.56611111,63.53538889,22.53938889,131.2933333,350.1308889,920,2.189111111,2.725666667,3.802222222,3.808333333,7.693777778,36.48827778
11-12-2022 13:50,47.5085,38.41144444,33.32888889,36.23044444,62.40383333,22.57133333,134.3706667,363.3842778,919.9444444,2.188888889,2.743555556,3.722777778,3.736111111,7.693833333,36.58983333
11-12-2022 14:00,48.07675,38.68705,33.34015,36.422,64.7427,22.51875,130.4131,353.71115,919.95,2.18865,2.75415,3.737,3.7375,7.6939,36.79425
11-12-2022 14:10,47.4793,38.45645,33.0912,36.1426,63.82165,22.78575,127.88045,343.42495,920,2.0805,2.08405,3.1075,3.056,7.6939,37.7402
11-12-2022 14:20,47.54865,38.45685,33.02795,36.06895,62.8319,22.95715,128.7721,339.88635,919.95,2.18995,2.64475,3.8795,3.903,7.69385,36.82515
11-12-2022 14:30,47.1757,38.03095,32.9538,35.55935,62.6655,22.88085,136.73435,359.76045,920.05,2.19115,2.68045,3.813,3.809,7.6936,38.7564
11-12-2022 14:40,47.84485,38.54675,33.28865,36.0829,63.22395,22.62365,132.29485,357.2617,919.95,2.19075,2.70865,3.753,3.7505,7.6939,37.55695
11-12-2022 14:50,47.69715,38.38115,33.23545,36.1733,62.7979,22.65705,132.38775,354.4587,920,2.1895,2.70185,3.7525,3.767,7.6938,37.1343
11-12-2022 15:10,48.4183,38.8163,34.02185,36.38485,63.97185,21.56655,136.97265,380.3883,920,2.1892,2.6968,3.762,3.747,7.6939,37.35055
11-12-2022 15:20,48.59395,39.1895,34.1292,36.5974,64.5486,20.68565,134.88805,370.9414,920,2.18895,2.6952,3.761,3.7595,7.69395,37.2412
11-12-2022 15:40,48.6687,39.27675,34.06855,36.7349,64.08305,19.47165,131.4277,357.54875,920.05,2.18965,2.7028,3.766,3.7715,7.69385,37.7075
11-12-2022 15:50,48.9701,39.5898,34.10945,36.95585,63.42735,19.00945,131.4739,360.07105,920.05,2.19095,2.6877,3.7435,3.7645,7.69385,37.8829
11-12-2022 16:00,48.924,39.4376,34.12725,36.64725,63.73775,18.85715,134.71825,366.88035,920.05,2.19095,1.9997,3.062,3.0965,7.69395,37.58435
11-12-2022 16:10,48.83965,39.2533,34.23175,36.63905,61.53065,18.2285,138.56865,372.8984,919.95,2.19,2.6722,3.924,3.8795,7.694,37.66105
11-12-2022 16:20,48.9135,38.94255,34.63505,36.37395,61.03675,17.7618,142.7622,382.1866,920.1,2.192,2.69105,3.8505,3.854,7.6938,37.901
11-12-2022 16:30,49.58345,39.5518,35.17235,37.0492,63.16935,17.4143,143.09055,394.0726,919.9,2.19955,2.71385,3.789,3.7695,7.6937,38.6201
11-12-2022 16:40,49.4106,39.5844,35.07945,37.0614,63.23985,16.8715,139.6853,376.56195,920,2.1993,2.7293,3.7535,3.773,7.6939,41.3512
11-12-2022 16:50,49.1828,39.49485,34.9901,37.05855,64.1381,16.1618,139.55845,380.98725,919.85,2.1999,2.7407,3.7635,3.797,7.69395,41.2131
11-12-2022 17:00,49.33135,39.5717,35.0666,37.09045,64.37575,15.67145,140.90995,386.9094,920,2.2004,2.74715,3.7695,3.776,7.69385,39.18535
11-12-2022 17:10,49.79855,39.8113,35.19005,37.3424,63.8539,15.17135,140.4372,377.52435,920.05,2.20135,2.7507,3.774,3.7605,7.6939,38.86015
11-12-2022 17:20,49.7069,39.69665,35.2001,37.40885,63.1149,14.59525,139.5502,377.22665,919.95,2.20075,2.7507,3.7395,3.7805,7.69385,39.21325
11-12-2022 17:30,49.66485,39.6519,35.04875,37.29295,64.54885,14.48075,137.5191,369.0936,919.9,2.2003,2.00195,3.063,3.04,7.69395,38.58145
11-12-2022 17:40,49.41245,39.6861,35.06315,37.25585,63.67145,14.1713,137.9944,375.10335,919.95,2.19965,2.6638,3.878,3.9335,7.6939,38.4499
